Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,24.25,24.35,23.969999,24.200001,330000,22.848064
2013-03-01,25.459999,26.40,23.709999,24.139999,223100,22.791414
2013-02-01,27.790001,27.85,25.120001,25.66,151200,24.178904
2013-01-02,27.809999,28.24,25.77,27.57,161300,25.978657
2012-12-03,30.059999,30.459999,25.77,27.43,163700,25.846739
2012-11-01,28.370001,30.190001,26.65,29.059999,100200,25.296974
2012-10-01,29.809999,30.77,27.790001,28.379999,86000,24.705029
2012-09-04,30.049999,31.940001,28.950001,29.709999,131500,25.862804
2012-08-01,28.26,30.639999,27.49,29.370001,103000,25.353352
2012-07-02,30.58,32.32,27.290001,28.00,142100,24.170712
2012-06-01,28.200001,30.870001,27.299999,30.459999,172600,26.294281
2012-05-01,27.82,29.65,26.93,28.700001,144500,24.568727
2012-04-02,27.52,29.15,26.139999,27.83,129500,23.823959
2012-03-01,26.92,28.65,25.540001,27.639999,165500,23.661308
2012-02-01,27.02,29.52,26.85,27.110001,139300,23.01071
2012-01-03,25.030001,27.16,23.459999,26.809999,151200,22.756071
2011-12-01,25.52,26.42,24.120001,24.200001,169400,20.54073
2011-11-01,24.65,26.99,22.809999,25.59,187400,21.514029
2011-10-03,22.370001,28.48,21.610001,25.629999,181800,21.547655
2011-09-01,25.360001,25.52,22.040001,22.559999,241600,18.966646
2011-08-01,28.190001,28.190001,22.84,25.379999,232600,21.135931
2011-07-01,28.879999,30.77,27.23,27.82,212900,23.167913
2011-06-01,27.25,29.57,25.700001,28.799999,206700,23.984035
2011-05-02,25.540001,27.24,24.92,27.219999,146000,22.466866
2011-04-01,24.620001,25.74,24.030001,25.51,120400,21.055466
2011-03-01,24.290001,24.780001,22.90,24.50,232900,20.22183
2011-02-01,24.57,25.309999,23.709999,24.25,118000,19.863167
2011-01-03,27.74,28.120001,23.90,24.440001,140700,20.018797
2010-12-01,29.02,29.93,27.35,27.41,92500,22.451521
2010-11-01,26.530001,29.549999,26.07,28.549999,111500,23.231989
2010-10-01,26.93,29.00,25.969999,26.450001,102900,21.523157
2010-09-01,23.26,27.18,23.219999,26.76,148500,21.775414
2010-08-02,23.57,24.17,22.030001,22.950001,138100,18.531805
2010-07-01,21.889999,24.870001,21.26,23.280001,156300,18.798277
2010-06-01,23.48,25.299999,21.959999,22.02,200400,17.780844
2010-05-03,23.82,25.52,22.32,23.73,206700,19.010412
2010-04-01,21.52,25.629999,21.34,23.75,157300,19.026434
2010-03-01,19.68,22.00,19.52,21.440001,102500,17.175863
2010-02-01,20.57,20.75,18.530001,19.60,92700,15.574441
2010-01-04,20.120001,21.99,19.17,20.450001,133900,16.249863
2009-12-01,19.35,20.77,18.559999,20.059999,108000,15.939962
2009-11-02,19.74,21.639999,18.639999,19.129999,125800,15.073263
2009-10-01,20.17,23.17,19.309999,19.709999,168700,15.530268
2009-09-01,16.91,22.559999,16.129999,20.290001,543300,15.987273
2009-08-03,19.98,21.719999,16.35,17.08,386300,13.336846
2009-07-01,17.68,20.84,15.27,19.879999,385100,15.523214
2009-06-01,19.559999,20.67,15.28,17.440001,571300,13.617951
2009-05-01,19.299999,21.049999,17.50,19.24,191100,14.899653
2009-04-01,17.90,20.690001,17.50,19.219999,278400,14.884165
2009-03-02,14.45,19.139999,12.76,18.280001,264700,14.156219
2009-02-02,13.01,15.36,13.01,14.63,202300,11.190738
2009-01-02,15.12,15.32,13.00,13.23,210500,10.119853
2008-12-01,13.65,15.70,11.90,15.10,208600,11.550249
2008-11-03,15.34,15.76,11.35,13.96,194600,10.555888
2008-10-01,17.34,17.389999,11.30,15.52,248500,11.735486
2008-09-02,17.99,19.379999,16.360001,17.549999,322300,13.270475
2008-08-01,18.01,18.469999,15.58,17.610001,265400,13.194793
2008-07-01,14.14,19.299999,13.60,17.889999,319600,13.40459
2008-06-02,15.71,16.98,14.24,14.24,218800,10.669724
2008-05-01,17.10,17.280001,14.24,15.70,191500,11.63722
2008-04-01,14.87,17.25,13.93,17.25,163100,12.786118
2008-03-03,15.65,17.24,14.28,14.94,226400,11.07389
2008-02-01,16.24,17.98,15.40,15.66,196900,11.485425
2008-01-02,15.67,16.73,12.48,16.370001,331900,12.006158
2007-12-03,15.09,16.57,13.18,15.66,346600,11.485425
2007-11-01,19.60,20.110001,14.45,15.06,382200,10.923466
2007-10-01,20.40,21.92,17.860001,20.08,223200,14.56462
2007-09-04,21.959999,22.25,20.209999,20.440001,153200,14.82574
2007-08-01,20.969999,22.24,17.60,22.07,354000,15.886362
2007-07-02,22.120001,25.639999,20.65,20.68,231000,14.885817
2007-06-01,21.75,22.98,21.049999,21.940001,279400,15.792787
2007-05-01,21.610001,22.74,20.549999,21.75,231800,15.538919
2007-04-02,23.389999,23.50,21.51,21.610001,155600,15.438899
2007-03-01,21.42,25.66,20.299999,23.389999,234900,16.710588
2007-02-01,22.59,23.34,21.10,21.799999,147800,15.462053
