Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,58.16,58.209999,57.43,57.889999,327800,53.278603
2013-03-01,56.540001,58.66,56.299999,58.200001,171700,53.563911
2013-02-01,56.119999,58.150002,56.040001,56.810001,182900,51.806038
2013-01-02,54.709999,56.91,53.549999,56.040001,215700,51.103863
2012-12-03,52.75,54.25,51.32,53.810001,195700,49.070286
2012-11-01,52.259998,53.689999,49.720001,52.279999,170000,47.194397
2012-10-01,53.419998,55.73,51.50,52.060001,158500,46.9958
2012-09-04,53.610001,56.439999,52.560001,53.200001,195800,48.024906
2012-08-01,53.57,53.93,51.849998,53.599998,139700,47.924343
2012-07-02,53.599998,54.939999,50.759998,53.48,177200,47.817051
2012-06-01,48.669998,53.580002,46.75,53.299999,287300,47.656113
2012-05-01,50.41,51.16,47.009998,49.57,206400,43.860138
2012-04-02,50.200001,51.880001,47.349998,50.299999,227300,44.50605
2012-03-01,48.360001,50.389999,48.02,50.220001,191800,44.435268
2012-02-01,48.32,50.939999,47.48,48.189999,261800,42.198559
2012-01-03,44.439999,48.220001,43.509998,47.50,233300,41.594349
2011-12-01,42.310001,44.459999,39.330002,43.48,226600,38.074154
2011-11-01,42.139999,44.740002,39.00,42.57,201900,36.800083
2011-10-03,38.02,45.00,34.990002,43.610001,291500,37.699123
2011-09-01,40.509998,41.970001,37.16,38.139999,246100,32.970524
2011-08-01,45.080002,45.34,34.580002,40.41,234100,34.475521
2011-07-01,42.689999,46.68,42.560001,44.52,154600,37.981941
2011-06-01,46.68,46.91,40.77,42.509998,177000,36.26712
2011-05-02,46.310001,46.970001,44.490002,46.91,139900,39.531403
2011-04-01,44.32,46.330002,42.509998,46.060001,93600,38.815102
2011-03-01,45.560001,45.560001,41.009998,43.970001,150200,37.053844
2011-02-01,43.82,45.549999,42.369999,45.529999,176600,37.89365
2011-01-03,42.669998,44.23,40.540001,43.59,156700,36.27903
2010-12-01,40.540001,43.290001,39.849998,42.32,186100,35.222034
2010-11-01,40.720001,41.990002,38.52,39.869999,152700,32.775898
2010-10-01,37.779999,42.279999,37.02,40.48,151400,33.277359
2010-09-01,35.740002,38.189999,35.669998,37.380001,185700,30.728947
2010-08-02,36.869999,37.50,34.189999,35.25,185800,28.580563
2010-07-01,35.48,37.959999,33.139999,36.27,186900,29.407574
2010-06-01,36.75,38.639999,35.00,35.580002,250500,28.848125
2010-05-03,41.189999,42.23,34.52,36.98,204500,29.57869
2010-04-01,37.830002,41.970001,37.360001,40.880001,182000,32.698132
2010-03-01,35.98,39.439999,35.91,37.740002,156700,30.186583
2010-02-01,38.630001,39.00,33.110001,35.900002,389800,28.330307
2010-01-04,38.599998,39.139999,36.59,38.259998,426200,30.192686
2009-12-01,38.220001,40.889999,37.57,38.279999,212300,30.208469
2009-11-02,37.689999,38.759998,35.82,37.919998,277300,29.527218
2009-10-01,38.00,38.73,35.34,36.810001,266200,28.662895
2009-09-01,37.48,41.860001,35.150002,38.220001,297000,29.76082
2009-08-03,35.200001,39.259998,34.630001,37.639999,282400,28.929783
2009-07-01,33.080002,36.959999,31.559999,34.720001,213200,26.685497
2009-06-01,34.82,35.779999,31.629999,33.02,327100,25.378891
2009-05-01,33.529999,34.689999,30.65,34.110001,353800,25.796284
2009-04-01,27.549999,37.049999,26.92,33.610001,393700,25.41815
2009-03-02,24.209999,29.09,20.120001,28.07,390700,21.228428
2009-02-02,29.98,31.780001,24.42,24.59,449300,18.232389
2009-01-02,35.66,36.200001,29.530001,30.379999,405600,22.525415
2008-12-01,31.299999,37.349998,25.76,35.580002,377200,26.380985
2008-11-03,33.169998,35.119999,22.299999,32.23,373700,23.538895
2008-10-01,48.529999,48.529999,25.85,33.48,387200,24.45182
2008-09-02,45.450001,50.00,44.110001,48.540001,245800,35.45076
2008-08-01,46.389999,48.900002,42.41,44.459999,174500,32.115044
2008-07-01,42.740002,48.07,40.52,46.400002,178300,33.516376
2008-06-02,47.48,48.439999,42.119999,42.900002,188700,30.988203
2008-05-01,47.580002,48.990002,45.799999,47.529999,197600,33.931065
2008-04-01,47.299999,51.07,46.049999,47.709999,248600,34.059563
2008-03-03,42.43,48.07,41.169998,46.459999,230200,33.167206
2008-02-01,41.549999,44.470001,40.830002,42.43,215400,29.934446
2008-01-02,41.900002,45.290001,39.09,41.34,357400,29.165449
2007-12-03,45.849998,47.57,40.439999,41.849998,163400,29.525253
2007-11-01,46.799999,47.650002,43.09,46.130001,202200,32.17905
2007-10-01,45.16,48.860001,43.119999,47.68,154700,33.260288
2007-09-04,42.259998,45.93,40.529999,45.259998,124200,31.572159
2007-08-01,41.110001,46.279999,38.490002,42.43,204100,29.246759
2007-07-02,44.119999,45.900002,36.50,41.240002,161200,28.4265
2007-06-01,49.099998,49.43,43.240002,43.82,170900,30.204878
2007-05-01,50.23,50.52,46.349998,48.900002,146300,33.332642
2007-04-02,51.029999,52.00,49.830002,50.110001,161300,34.157436
2007-03-01,53.049999,54.16,50.27,51.029999,145700,34.784554
2007-02-01,54.939999,57.549999,53.50,53.98,136700,36.446712
2007-01-03,53.73,55.330002,52.00,54.740002,121100,36.959858
2006-12-01,56.049999,56.50,52.240002,53.560001,81000,36.163136
2006-11-01,53.200001,56.450001,50.630001,56.049999,91500,37.506149
2006-10-02,49.939999,54.099998,48.950001,53.23,70900,35.619133
2006-09-01,51.09,51.25,48.009998,49.860001,173200,33.364082
2006-08-01,46.849998,51.290001,46.009998,51.009998,89400,33.798695
2006-07-03,46.619999,48.619999,45.23,47.029999,83100,31.161589
2006-06-01,44.150002,46.98,44.009998,46.68,130500,30.929684
2006-05-01,44.799999,46.639999,42.540001,44.029999,100000,28.854731
2006-04-03,47.34,47.50,43.099998,44.669998,112400,29.274149
2006-03-01,46.099998,48.599998,45.130001,47.439999,113800,31.089449
2006-02-01,47.060001,47.540001,45.450001,45.950001,96800,29.799047
2006-01-03,45.25,47.830002,44.119999,47.220001,81400,30.622656
2005-12-01,45.25,46.950001,44.779999,45.16,85800,29.286724
2005-11-01,43.599998,46.740002,42.799999,45.130001,91600,28.962664
2005-10-03,43.889999,44.150002,40.00,43.700001,84700,28.044947
2005-09-01,43.049999,44.369999,41.040001,43.75,69900,28.077034
2005-08-01,43.400002,43.849998,39.830002,43.139999,88600,27.378714
2005-07-01,42.209999,45.740002,41.00,43.400002,110800,27.543722
2005-06-01,40.900002,43.50,40.900002,42.110001,112700,26.725027
2005-05-02,37.419998,41.849998,36.650002,40.720001,143000,25.553936
2005-04-01,37.75,38.189999,36.209999,37.50,86000,23.533216
2005-03-01,38.639999,39.900002,37.299999,37.700001,114400,23.658728
2005-02-01,36.189999,39.349998,36.099998,38.740002,85500,24.003765
2005-01-03,38.16,38.32,35.599998,36.189999,96200,22.423752
2004-12-01,37.639999,38.650002,36.259998,38.32,72100,23.743526
2004-11-01,35.459999,38.400002,34.950001,37.619999,62800,23.012619
2004-10-01,33.400002,36.330002,33.049999,35.43,53700,21.67297
2004-09-01,33.849998,34.759998,32.290001,33.200001,52000,20.308851
2004-08-02,32.470001,33.849998,31.59,33.75,73400,20.350712
2004-07-01,33.73,34.990002,31.58,32.43,54700,19.554773
2004-06-01,31.950001,33.830002,30.610001,33.669998,65000,20.302473
2004-05-03,28.959999,31.870001,27.85,31.75,90100,18.853937
2004-04-01,35.599998,35.75,27.90,28.950001,146800,17.191229
2004-03-01,33.849998,35.560001,33.50,35.50,74300,21.08078
2004-02-02,34.650002,36.00,33.720001,33.75,60200,19.761936
2004-01-02,32.279999,34.77,32.279999,34.75,43900,20.347475
2003-12-01,31.15,33.099998,31.15,32.380001,56900,18.959749
2003-11-03,29.15,31.15,29.15,31.15,68100,17.973532
2003-10-01,27.85,29.40,27.809999,29.15,59700,16.819532
2003-09-02,27.25,28.700001,27.190001,27.780001,94300,16.029045
2003-08-01,27.50,27.85,26.33,27.299999,59600,15.490466
2003-07-01,27.10,28.65,26.90,27.379999,48300,15.53586
2003-06-02,27.459999,27.65,25.450001,27.00,83200,15.320242
2003-05-01,25.90,27.32,25.809999,27.25,87000,15.187535
2003-04-01,25.66,27.00,25.60,25.98,37100,14.479712
2003-03-03,25.450001,26.120001,25.200001,25.559999,42700,14.245629
2003-02-03,24.50,25.790001,24.290001,25.49,32400,13.94767
2003-01-02,25.40,25.91,23.639999,24.530001,29800,13.422376
2002-12-02,24.90,25.99,24.52,25.50,31900,13.953141
2002-11-01,24.360001,25.23,23.700001,24.83,29100,13.338831
2002-10-01,25.00,25.00,22.549999,24.26,59900,13.032623
2002-09-03,25.780001,26.25,24.049999,24.75,36400,13.295855
2002-08-01,25.110001,26.25,24.209999,25.629999,30400,13.522073
2002-07-01,25.60,26.50,22.10,25.26,69500,13.326866
2002-06-03,24.75,25.82,24.549999,25.60,57000,13.506246
2002-05-01,24.940001,25.209999,23.48,24.75,42900,12.812505
2002-04-01,25.76,26.299999,23.780001,24.950001,31600,12.91604
2002-03-01,24.40,26.299999,24.27,25.76,51100,13.335359
2002-02-01,24.00,25.09,23.450001,24.34,34700,12.374049
2002-01-02,23.07,24.17,22.09,24.15,48800,12.277456
2001-12-03,23.90,24.25,22.76,23.07,35800,11.728402
2001-11-01,20.65,23.99,20.549999,23.90,33100,11.9167
2001-10-01,21.950001,21.950001,20.50,20.90,26500,10.42088
2001-09-04,21.90,22.299999,20.00,21.90,45800,10.919487
2001-08-01,22.379999,23.65,22.00,22.10,47600,10.791224
2001-07-02,22.50,22.60,21.549999,22.379999,37800,10.927945
2001-06-01,21.73,22.799999,21.07,22.60,51900,11.03537
2001-05-01,21.450001,22.25,20.799999,21.700001,35800,10.382567
2001-04-02,23.450001,23.549999,21.52,21.549999,25800,10.310798
2001-03-01,22.10,23.549999,21.690001,23.549999,39800,11.267716
2001-02-01,22.32,22.84,21.85,22.10,20200,10.366166
2001-01-02,22.625,23.5625,22.00,22.200001,35500,10.413073
2000-12-01,19.75,23.375,19.6875,22.375,39200,10.495157
2000-11-01,20.4375,20.4375,18.9375,19.8125,39200,9.113894
2000-10-02,22.625,22.6875,20.3125,20.375,17600,9.372647
2000-09-01,21.75,22.9375,21.0625,22.25,34200,10.235162
2000-08-01,23.25,24.00,20.5625,21.875,54200,9.871323
2000-07-03,21.125,23.25,21.0625,23.25,36200,10.491805
2000-06-01,21.50,22.1875,20.5625,21.078119,25200,9.511722
2000-05-01,20.6875,21.50,19.875,21.50,34700,9.530621
2000-04-03,21.4375,21.50,20.3125,20.8125,23900,9.225863
2000-03-01,19.6875,21.5625,19.375,21.50,53700,9.530621
2000-02-01,19.125,20.00,18.25,19.6875,37900,8.565887
2000-01-03,18.75,20.125,17.50,19.125,40500,8.321148
