Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,66.639999,66.800003,65.68,66.50,3129800,58.65226
2013-03-01,66.860001,68.75,65.529999,66.910004,1387800,59.013878
2013-02-01,68.110001,69.199997,62.75,66.980003,1839500,58.401653
2013-01-02,68.860001,72.919998,65.760002,67.910004,1424000,59.212547
2012-12-03,65.239998,68.75,65.080002,67.889999,1223500,59.195107
2012-11-01,61.369999,65.07,59.25,64.540001,1374900,55.664108
2012-10-01,70.040001,70.160004,59.349998,61.43,1749400,52.981812
2012-09-04,74.739998,75.050003,66.699997,69.849998,1357300,60.243847
2012-08-01,78.50,79.00,73.650002,74.510002,806300,63.623596
2012-07-02,75.190002,80.589996,72.25,78.07,1782300,66.663452
2012-06-01,69.209999,75.620003,68.480003,75.07,1525000,64.101776
2012-05-01,74.919998,76.040001,67.839996,70.769997,1093000,59.814342
2012-04-02,74.089996,75.269997,71.449997,75.089996,776700,63.465576
2012-03-01,72.639999,74.040001,70.949997,73.970001,1001200,62.518963
2012-02-01,71.309998,73.730003,68.080002,72.50,1343100,60.654564
2012-01-03,67.830002,70.959999,65.00,70.860001,989800,59.282516
2011-12-01,63.650002,67.830002,62.43,66.669998,1007000,55.7771
2011-11-01,60.880001,65.50,60.759998,63.50,1654100,52.563824
2011-10-03,54.91,65.010002,51.75,62.330002,1470600,51.595325
2011-09-01,59.939999,60.139999,51.75,55.16,1398400,45.660164
2011-08-01,61.50,62.009998,50.630001,59.75,1516800,48.869202
2011-07-01,61.959999,64.089996,59.790001,61.209999,857000,50.063328
2011-06-01,61.990002,64.25,59.57,61.779999,1167000,50.529526
2011-05-02,60.790001,62.880001,59.099998,62.369999,894600,50.457691
2011-04-01,58.09,60.639999,56.34,60.34,942900,48.815411
2011-03-01,58.560001,59.34,54.330002,58.139999,934500,47.035595
2011-02-01,55.689999,58.830002,53.369999,58.82,1365600,47.011177
2011-01-03,51.959999,54.959999,50.630001,54.400002,1508300,43.478546
2010-12-01,53.02,55.00,47.419998,51.540001,1736700,41.192726
2010-11-01,59.950001,60.02,50.50,52.52,2102400,41.561691
2010-10-01,62.200001,62.400002,58.560001,59.73,1341200,47.267323
2010-09-01,60.529999,63.68,59.759998,61.700001,1001400,48.826283
2010-08-02,63.759998,64.059998,56.450001,59.27,1183200,46.5019
2010-07-01,57.939999,63.490002,56.23,63.220001,1308800,49.600983
2010-06-01,56.549999,64.169998,55.130001,57.68,1674400,45.254421
2010-05-03,58.919998,60.77,51.77,56.91,1117000,44.305733
2010-04-01,54.439999,60.93,53.889999,58.700001,1100800,45.699287
2010-03-01,51.650002,56.599998,51.439999,54.200001,1046500,42.195934
2010-02-01,48.18,52.139999,46.209999,51.580002,946200,39.801888
2010-01-04,50.380001,51.400002,47.450001,48.00,1066600,37.039368
2009-12-01,48.91,50.810001,47.369999,50.279999,1045500,38.798737
2009-11-02,45.419998,49.18,43.799999,48.66,1150000,37.19759
2009-10-01,45.73,46.82,42.939999,45.130001,1458400,34.499123
2009-09-01,43.150002,48.209999,40.75,45.709999,1364000,34.942493
2009-08-03,41.07,46.959999,40.00,43.580002,1539100,33.045338
2009-07-01,36.18,40.93,34.27,40.549999,1354100,30.747782
2009-06-01,35.799999,38.080002,32.790001,35.849998,1511100,27.18392
2009-05-01,35.610001,39.619999,33.259998,35.77,2576700,26.878506
2009-04-01,32.299999,39.84,32.139999,36.009998,3119500,27.058846
2009-03-02,29.40,34.849998,24.959999,33.18,2402400,24.932312
2009-02-02,30.99,35.700001,25.77,29.889999,2321400,22.224375
2009-01-02,33.189999,35.310001,28.41,31.90,1855700,23.718887
2008-12-01,27.360001,33.560001,23.10,32.849998,1877300,24.425249
2008-11-03,33.41,35.919998,18.040001,27.360001,2069900,20.115269
2008-10-01,46.48,47.619999,25.50,33.48,1878900,24.614735
2008-09-02,46.299999,51.279999,42.169998,47.25,1185800,34.738537
2008-08-01,43.189999,46.98,41.98,45.869999,948500,33.488914
2008-07-01,40.549999,43.459999,36.959999,42.91,1423100,31.327869
