Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,9.04,9.04,8.94,8.94,25800,7.70387
2013-03-01,8.79,9.04,8.70,9.03,24900,7.781426
2013-02-01,8.65,8.87,8.55,8.78,32900,7.521887
2013-01-02,8.05,8.78,7.98,8.61,44700,7.332159
2012-12-03,7.93,8.03,7.77,7.92,34500,6.702053
2012-11-01,8.07,8.21,7.25,7.92,28200,6.656976
2012-10-01,8.24,8.44,7.95,8.10,27200,6.762305
2012-09-04,8.22,8.44,8.12,8.25,27600,6.801335
2012-08-01,8.10,8.41,8.00,8.22,23500,6.733487
2012-07-02,7.76,8.05,7.72,8.01,16700,6.515723
2012-06-01,7.54,7.82,7.35,7.77,21700,6.273376
2012-05-01,7.98,8.01,7.36,7.62,19900,6.104942
2012-04-02,8.14,8.16,7.68,7.93,20900,6.306602
2012-03-01,7.99,8.29,7.78,8.15,23200,6.432869
2012-02-01,7.72,8.01,7.71,7.93,25900,6.214458
2012-01-03,7.14,7.80,7.13,7.65,32000,5.951128
2011-12-01,6.92,7.23,6.78,7.07,30100,5.457681
2011-11-01,6.91,7.21,6.64,6.89,21700,5.274086
2011-10-03,6.70,7.21,5.99,7.04,25200,5.345376
2011-09-01,7.21,7.25,6.60,6.65,20800,5.005803
2011-08-01,7.81,7.81,6.43,7.18,29900,5.359787
2011-07-01,8.03,8.31,7.40,7.71,23000,5.706408
2011-06-01,8.21,8.24,7.70,8.01,20500,5.886205
2011-05-02,8.38,8.38,7.94,8.25,17300,6.018726
2011-04-01,8.13,8.38,7.96,8.32,16900,6.027122
2011-03-01,7.95,8.23,7.68,8.15,16200,5.861904
2011-02-01,7.82,8.10,7.82,8.00,14800,5.712404
2011-01-03,7.83,8.05,7.68,7.85,15500,5.564658
2010-12-01,7.62,7.82,7.37,7.79,23400,5.481325
2010-11-01,7.78,8.00,7.11,7.56,30100,5.278945
2010-10-01,7.53,7.97,7.40,7.72,30900,5.35139
2010-09-01,7.42,7.65,7.17,7.41,20400,5.059689
2010-08-02,7.30,7.76,6.99,7.41,20200,5.020086
2010-07-01,6.73,7.68,6.54,7.24,20900,4.865998
2010-06-01,6.97,7.29,6.66,6.76,16900,4.506118
2010-05-03,7.75,7.90,6.46,7.04,23300,4.652677
2010-04-01,7.53,7.85,7.42,7.73,17600,5.068268
2010-03-01,7.12,7.83,7.03,7.63,22100,4.964773
2010-02-01,7.11,7.52,6.76,7.07,21300,4.563785
2010-01-04,7.29,7.49,7.01,7.10,18800,4.546686
2009-12-01,6.60,7.69,6.51,7.36,30700,4.675891
2009-11-02,6.30,6.65,6.15,6.60,22200,4.157757
2009-10-01,6.95,7.04,6.15,6.35,22400,3.965006
2009-09-01,6.35,7.29,6.14,6.85,20300,4.240129
2009-08-03,6.20,6.53,5.92,6.29,21900,3.858315
2009-07-01,5.58,6.30,5.22,6.11,16900,3.712842
2009-06-01,5.37,5.93,5.37,5.66,21900,3.402313
2009-05-01,5.14,5.50,5.05,5.42,15500,3.224777
2009-04-01,4.39,5.39,4.39,5.14,17200,3.025152
2009-03-02,4.00,4.61,3.50,4.41,23500,2.562569
2009-02-02,4.84,5.09,3.97,4.15,23700,2.37399
2009-01-02,5.05,5.50,4.30,4.88,18600,2.756913
